id,author,title,editor,year,price,category
30,MARCUSE,Vers la libération au-delà de l'homme unidimensionnel,Médiations,1970,,3
34,MENDEL Gérard,La révolte contre le père,Payot,1972,,3
26,MIALERET Gaston,Introduction à la psychologie,Puf,1970,,3
14,MICHÉA Jean-Claude,L'enseignement de l'ignorance et ses conditions modernes,Climats,2009,,3
24,NEIL A.S.,Libres enfants de Summerhill,François Maspero,1972,,3
29,PALMIER J.M.,Sur Marcuse,10/18,1969,,3
41,PEETERS Théo,Autisme : La forteresse éclatée,Pro aid autisme,1988,,3
49,PIAGET Jean,La construction du réel chez l'enfant,Delachaux et Niestlé,1977,,3
4,PIAGET Jean,La naissance de l'intelligence chez l'enfant,Delachaux et Niestlé,1977,,3
35,PIAGET Jean,Psychologie et épistémologie pour une théorie de la connaissance,Médiations,1970,,3
71,PIAGET Jean,Six études de psychologie,Mediations,1971,,3
6,PIAGET Jean,Une remise en question,Retz,1992,,3
51,PIAGET/INHELDER,La représentation de l'espace chez l'enfant,Puf,1972,,3
7,REUCHLIN Maurice,Psychologie,Puf,1991,,3
61,Revue de psychotérapie psychanalytique de groupe,les groupes d'enfants,Erès,1987,,3
47,REY André,Études des insuffisances psychologiques I Méthodes et problématiques,Delachaux et Niestlé,1947,,3
90,REY André,Études des insuffisances psychologiques I-Méthodes et problèmes,Delachaux et Niestlé,1962,,3
48,REY André,Études des insuffisances psychologiques II Le diagnostic psychologique,Delachaux et Niestlé,1947,,3
91,REY André,Monographies de psychologie clinique,Delachaux et Niestlé,1952,,3
2,RICHARD Jean-François/TIBERGHIEN Guy,Épistémologie et psychologie,PUG,1999,,3
72,ROURE L.,L'état dangereux aspects sémiologiques et légaux,Masson,1991,,3
84,RUFO Marcel ,Œdipe toi-même,le livre de poche,2000,,3
70,SELLIN Birger,La solitude du déserteur un autiste raconte son combat pour rejoindre notre monde,Robert Laffont,1998,,3
78,SELLIN Birger,Une âme prisonnière,Laffont,1994,,3
36,SILLAMY Norbert,Dictionnaire de la psychologie,Larousse,1991,,3
37,SILLAMY Norbert,Dictionnaire de la psychologie,Larousse,1965,,3
87,STEKEL Wilhelm,La femme frigide,Gallimard,1949,,3
39,TIRELLI-TARDIEU Françoise,De l'anglais pour les psychologues,puf,1990,,3
95,TRAN-THONG,Stades et concepts de stade de développement de l'enfant dans la psychologie contemporaine,Librairie philosophique J.Vrin,1971,,3
89,WALLON Germaine H.,Les notions morales chez l'enfant essai de psychologie différentielle (filles et garçons),Puf,1949,,3
67,WALLON Henri,De l'acte à la pensée,Flammarion,1972,,3
69,WALLON Henri,Les origines du caractère chez l'enfant,Puf,1975,,3
65,WESCHLER David,La mesure de l'intelligence de l'adulte,Puf,1961,,3
73,WIDLOCER Daniel,Métapsychologie du sens,Puf,1986,,3
19,ZARIFIAN Édouard,La force de guérir,Odile Jacob,1999,,3
64,ZAZZO René,Les jumeaux le couple et la personne I-L'individualisation somatique,Puf,1960,,3
92,ZAZZO René,Les jumeaux le couple et la personne II-L'individuation psychologique,Puf,1960,,3
